location,size,bhk,total_sqft,tot_sqft,bath,price,house_price,del_by_bath,bhk_blank,bath_blank,price_blank,del_by_sqft
Yelahanka,2 BHK,2,1304 ,1304,2,69.97,6997000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1100 ,1100,2,65,6500000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1482 ,1482,2,68.9,6890000,save,FALSE,FALSE,FALSE,save
Devanahalli,3 Bedroom,3,2125 ,2125,3,107,10700000,save,FALSE,FALSE,FALSE,save
Parappana Agrahara,2 BHK,2,1194 ,1194,2,45,4500000,save,FALSE,FALSE,FALSE,save
Kengeri,2 BHK,2,1200 ,1200,2,42,4200000,save,FALSE,FALSE,FALSE,save
Volagerekallahalli,2 BHK,2,1070 ,1070,2,32.99,3299000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1100 ,1100,2,46.5,4650000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1270 ,1270,2,65,6500000,save,FALSE,FALSE,FALSE,save
Marasandra,2 BHK,2,1000 ,1000,2,31,3100000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1246 ,1246,2,69,6900000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1529 ,1529,3,51.77,5177000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1185 ,1185,2,42,4200000,save,FALSE,FALSE,FALSE,save
Gubbalala,2 BHK,2,1060 ,1060,2,46,4600000,save,FALSE,FALSE,FALSE,save
Ananth Nagar,3 BHK,3,1319 ,1319,3,37.75,3775000,save,FALSE,FALSE,FALSE,save
Kaikondrahalli,2 BHK,2,991 ,991,2,64,6400000,save,FALSE,FALSE,FALSE,save
Thanisandra,1 BHK,1,662 ,662,1,38,3800000,save,FALSE,FALSE,FALSE,save
Nandini Layout,2 Bedroom,2,1200 ,1200,2,110,11000000,save,FALSE,FALSE,FALSE,save
tc.palya,3 Bedroom,3,1400 ,1400,2,78,7800000,save,FALSE,FALSE,FALSE,save
Talaghattapura,3 BHK,3,1575 ,1575,3,80,8000000,save,FALSE,FALSE,FALSE,save
Hosakerehalli,2 Bedroom,2,600 ,600,2,65,6500000,save,FALSE,FALSE,FALSE,save
Ananth Nagar,3 BHK,3,1319 ,1319,3,42,4200000,save,FALSE,FALSE,FALSE,save
Brookefield,3 Bedroom,3,2000 ,2000,3,300,30000000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,940 ,940,2,48,4800000,save,FALSE,FALSE,FALSE,save
Singasandra,1 Bedroom,1,600 ,600,1,45,4500000,save,FALSE,FALSE,FALSE,save
Chandapura,2 BHK,2,985 ,985,2,25.12,2512000,save,FALSE,FALSE,FALSE,save
Bharathi Nagar,2 BHK,2,1349 ,1349,2,56.7,5670000,save,FALSE,FALSE,FALSE,save
Whitefield,3 Bedroom,3,3117 ,3117,3,261,26100000,save,FALSE,FALSE,FALSE,save
HSR Layout,3 BHK,3,1844 ,1844,3,95,9500000,save,FALSE,FALSE,FALSE,save
Varthur Road,2 BHK,2,1140 ,1140,2,49.11,4911000,save,FALSE,FALSE,FALSE,save
Banjara Layout,3 Bedroom,3,900 ,900,3,79,7900000,save,FALSE,FALSE,FALSE,save
Jaya Mahal layout,3 BHK,3,2648 ,2648,3,238,23800000,save,FALSE,FALSE,FALSE,save
Judicial Layout,5 Bedroom,5,5400 ,5400,4,700,70000000,save,FALSE,FALSE,FALSE,save
Banashankari,3 BHK,3,1372 ,1372,2,48.02,4802000,save,FALSE,FALSE,FALSE,save
Sanne Amanikere,3 BHK,3,1455 ,1455,2,45,4500000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1100 ,1100,2,38,3800000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1295 ,1295,2,55.47,5547000,save,FALSE,FALSE,FALSE,save
Vajarahalli,3 BHK,3,1475 ,1475,3,80,8000000,save,FALSE,FALSE,FALSE,save
Nagavarapalya,3 BHK,3,1788 ,1788,3,164,16400000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1243 ,1243,2,46,4600000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1855 ,1855,3,140,14000000,save,FALSE,FALSE,FALSE,save
Kudlu Gate,3 BHK,3,1850 ,1850,3,120,12000000,save,FALSE,FALSE,FALSE,save
Marathahalli,3 BHK,3,1315 ,1315,2,60,6000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1216 ,1216,2,73,7300000,save,FALSE,FALSE,FALSE,save
Brooke Bond First Cross,3 BHK,3,1721 ,1721,3,93,9300000,save,FALSE,FALSE,FALSE,save
Sonnenahalli,2 BHK,2,1059 ,1059,2,62,6200000,save,FALSE,FALSE,FALSE,save
Kadubeesanahalli,2 BHK,2,1184 ,1184,2,55,5500000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,2223 ,2223,3,300,30000000,save,FALSE,FALSE,FALSE,save
Kodbisanhalli,3 BHK,3,1480 ,1480,3,75,7500000,save,FALSE,FALSE,FALSE,save
Kodigehalli,2 BHK,2,635 ,635,1,28,2800000,save,FALSE,FALSE,FALSE,save
BEML Layout,2 Bedroom,2,2400 ,2400,2,228,22800000,save,FALSE,FALSE,FALSE,save
JP Nagar,4 Bedroom,4,1500 ,1500,2,87,8700000,save,FALSE,FALSE,FALSE,save
Hosa Road,2 BHK,2,1143 ,1143,2,34.2,3420000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,4 Bedroom,4,3200 ,3200,4,350,35000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,4 Bedroom,4,3170 ,3170,4,250,25000000,save,FALSE,FALSE,FALSE,save
Vaishnavi Layout,4 Bedroom,4,4800 ,4800,4,420,42000000,save,FALSE,FALSE,FALSE,save
Kothannur,3 BHK,3,1485 ,1485,2,59.4,5940000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,3 BHK,3,1640 ,1640,3,251,25100000,save,FALSE,FALSE,FALSE,save
Hennur,3 BHK,3,1655 ,1655,2,70.5,7050000,save,FALSE,FALSE,FALSE,save
2nd Phase Judicial Layout,2 BHK,2,900 ,900,2,41,4100000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,3 BHK,3,1600 ,1600,3,69,6900000,save,FALSE,FALSE,FALSE,save
Neelamangala,2 BHK,2,1163 ,1163,2,68,6800000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1654 ,1654,3,97.8,9780000,save,FALSE,FALSE,FALSE,save
Pragathi Nagar,1 BHK,1,799 - 803,799 ,1,33.645,3364500,save,FALSE,FALSE,FALSE,save
Ngef Layout,4 Bedroom,4,2100 ,2100,3,1000,100000000,save,FALSE,FALSE,FALSE,save
Bellandur,3 BHK,3,1685 ,1685,3,101,10100000,save,FALSE,FALSE,FALSE,save
Banashankari,3 BHK,3,1540 ,1540,3,80,8000000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1265 ,1265,2,72,7200000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,3 BHK,3,1200 ,1200,2,38.4,3840000,save,FALSE,FALSE,FALSE,save
Amblipura,3 BHK,3,1300 ,1300,2,80,8000000,save,FALSE,FALSE,FALSE,save
Sultan Palaya,2 BHK,2,1009 ,1009,2,65,6500000,save,FALSE,FALSE,FALSE,save
Ramamurthy Nagar Extension,3 BHK,3,1540 ,1540,3,65,6500000,save,FALSE,FALSE,FALSE,save
Bellandur,3 BHK,3,1735 ,1735,3,105,10500000,save,FALSE,FALSE,FALSE,save
HSR Layout,4 Bedroom,4,2500 ,2500,4,300,30000000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1142 ,1142,2,35,3500000,save,FALSE,FALSE,FALSE,save
Doctors Layout,3 BHK,3,1215 ,1215,2,46.8,4680000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1070 ,1070,2,48,4800000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1125 ,1125,2,32.49,3249000,save,FALSE,FALSE,FALSE,save
Bommasandra Industrial Area,2 BHK,2,1125 ,1125,2,32.49,3249000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,2 BHK,2,1575 ,1575,2,85,8500000,save,FALSE,FALSE,FALSE,save
Hosa Road,2 BHK,2,1360 ,1360,2,77.61,7761000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1710 ,1710,3,85,8500000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1200 ,1200,2,34.65,3465000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,4 BHK,4,2185 ,2185,3,120,12000000,save,FALSE,FALSE,FALSE,save
Bagalur,4 BHK,4,2400 ,2400,4,135,13500000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1195 ,1195,2,35.84,3584000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1246 ,1246,2,67,6700000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1012 ,1012,2,45,4500000,save,FALSE,FALSE,FALSE,save
Ganga Nagar,2 BHK,2,998 ,998,2,65,6500000,save,FALSE,FALSE,FALSE,save
Doddaballapur,3 Bedroom,3,2400 ,2400,3,250,25000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1130 ,1130,2,85,8500000,save,FALSE,FALSE,FALSE,save
Karuna Nagar,3 BHK,3,1354 ,1354,2,98,9800000,save,FALSE,FALSE,FALSE,save
Maruthi Nagar,10 Bedroom,10,3300 ,3300,9,450,45000000,save,FALSE,FALSE,FALSE,save
Brookefield,2 BHK,2,1389 ,1389,2,94,9400000,save,FALSE,FALSE,FALSE,save
Sarjapur,4 Bedroom,4,2970 ,2970,3,130,13000000,save,FALSE,FALSE,FALSE,save
Lakshminarayana Pura,2 BHK,2,1172 ,1172,2,75,7500000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,3 BHK,3,1495 ,1495,3,60,6000000,save,FALSE,FALSE,FALSE,save
Varthur,2 BHK,2,1738 ,1738,2,57.35,5735000,save,FALSE,FALSE,FALSE,save
Dodda Nekkundi,2 BHK,2,1315 ,1315,2,50,5000000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1270 ,1270,2,73,7300000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1160 ,1160,2,52.2,5220000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1450 ,1450,2,67,6700000,save,FALSE,FALSE,FALSE,save
Rayasandra,1 BHK,1,470 ,470,1,21,2100000,save,FALSE,FALSE,FALSE,save
2nd Phase JP Nagar,2 BHK,2,1040 ,1040,2,78,7800000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,1205 ,1205,2,29,2900000,save,FALSE,FALSE,FALSE,save
KSRTC Layout,3 BHK,3,1215 ,1215,2,50,5000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1135 ,1135,2,58,5800000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,3 BHK,3,1224 ,1224,2,48.95,4895000,save,FALSE,FALSE,FALSE,save
Budigere,1 BHK,1,664 ,664,1,34,3400000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1160 ,1160,2,42,4200000,save,FALSE,FALSE,FALSE,save
Babusapalaya,2 Bedroom,2,1200 ,1200,2,105,10500000,save,FALSE,FALSE,FALSE,save
Bommasandra Industrial Area,3 BHK,3,1220 ,1220,2,35.2,3520000,save,FALSE,FALSE,FALSE,save
Bharathi Nagar,2 BHK,2,1328 ,1328,2,69,6900000,save,FALSE,FALSE,FALSE,save
BSM Extension,2 BHK,2,975 ,975,2,45,4500000,save,FALSE,FALSE,FALSE,save
Ambedkar Colony,3 BHK,3,1907 ,1907,2,200,20000000,save,FALSE,FALSE,FALSE,save
Malleshwaram,2 BHK,2,900 ,900,2,72,7200000,save,FALSE,FALSE,FALSE,save
Banashankari 6th Stage,2 BHK,2,1330 ,1330,2,80,8000000,save,FALSE,FALSE,FALSE,save
Munnekollal,3 BHK,3,1222 ,1222,3,95,9500000,save,FALSE,FALSE,FALSE,save
Dodsworth Layout,3 Bedroom,3,4446 ,4446,3,410,41000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,2100 ,2100,3,135,13500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,4 BHK,4,3335 ,3335,4,290,29000000,save,FALSE,FALSE,FALSE,save
Whitefield,3 Bedroom,3,3150 ,3150,3,290,29000000,save,FALSE,FALSE,FALSE,save
Jnana Ganga Nagar,3 Bedroom,3,1320 ,1320,2,95,9500000,save,FALSE,FALSE,FALSE,save
Shetty Halli,5 Bedroom,5,8000 ,8000,5,550,55000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1330 ,1330,2,46.55,4655000,save,FALSE,FALSE,FALSE,save
Hosur Road,4 Bedroom,4,2000 ,2000,4,130,13000000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1244 ,1244,2,55,5500000,save,FALSE,FALSE,FALSE,save
Konena Agrahara,2 BHK,2,1000 ,1000,2,50,5000000,save,FALSE,FALSE,FALSE,save
Gunjur Palya,3 BHK,3,1400 ,1400,3,45,4500000,save,FALSE,FALSE,FALSE,save
Vignana Nagar,2 BHK,2,1000 ,1000,2,35,3500000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,2 Bedroom,2,1056 ,1056,1,250,25000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1250 ,1250,2,50,5000000,save,FALSE,FALSE,FALSE,save
Jeevan bima nagar,2 BHK,2,1225 ,1225,2,48,4800000,save,FALSE,FALSE,FALSE,save
Indira Nagar,4 BHK,4,2800 ,2800,4,365,36500000,save,FALSE,FALSE,FALSE,save
Seegehalli,3 BHK,3,1683 ,1683,3,80,8000000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1250 ,1250,2,54,5400000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1305 ,1305,2,110,11000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 Bedroom,3,3009 ,3009,3,331,33100000,save,FALSE,FALSE,FALSE,save
Kaggalipura,3 BHK,3,1150 ,1150,2,57.5,5750000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,3 BHK,3,1654 ,1654,3,70,7000000,save,FALSE,FALSE,FALSE,save
Munivenkatppa Layout,4 BHK,4,4500 ,4500,3,225,22500000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,2 BHK,2,1069 ,1069,2,55,5500000,save,FALSE,FALSE,FALSE,save
Chandapura,2 BHK,2,750 ,750,1,18.5,1850000,save,FALSE,FALSE,FALSE,save
Hormavu,3 Bedroom,3,2400 ,2400,3,177,17700000,save,FALSE,FALSE,FALSE,save
Koramangala,4 Bedroom,4,1410 ,1410,2,280,28000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1680 ,1680,3,130,13000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1700 ,1700,3,93.5,9350000,save,FALSE,FALSE,FALSE,save
Brindavan Layout,4 Bedroom,4,2200 ,2200,2,150,15000000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1595 ,1595,3,105,10500000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1480 ,1480,3,100,10000000,save,FALSE,FALSE,FALSE,save
Bethel Nagar,3 Bedroom,3,1092 ,1092,3,95,9500000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,3895 ,3895,3,390,39000000,save,FALSE,FALSE,FALSE,save
Banashankari,3 BHK,3,1683 ,1683,3,115,11500000,save,FALSE,FALSE,FALSE,save
Banaswadi,2 BHK,2,1340 ,1340,2,73,7300000,save,FALSE,FALSE,FALSE,save
"Judicial Layout, Kanakapura Road, ",3 BHK,3,1100 ,1100,3,53,5300000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,1 Bedroom,1,2000 ,2000,1,200,20000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1185 ,1185,2,56,5600000,save,FALSE,FALSE,FALSE,save
Chandapura,2 BHK,2,1025 ,1025,2,27.68,2768000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1730 ,1730,3,95,9500000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1450 ,1450,3,88.6,8860000,save,FALSE,FALSE,FALSE,save
Hoodi,1 BHK,1,783 - 943,783 ,1,40.55,4055000,save,FALSE,FALSE,FALSE,save
Chambenahalli,2 BHK,2,1170 ,1170,2,50,5000000,save,FALSE,FALSE,FALSE,save
B Narayanapura,2 BHK,2,1075 ,1075,2,50,5000000,save,FALSE,FALSE,FALSE,save
Kodichikkanahalli,2 BHK,2,1060 ,1060,2,34,3400000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,850 ,850,2,32,3200000,save,FALSE,FALSE,FALSE,save
P&T Layout,2 BHK,2,935 ,935,2,45.9,4590000,save,FALSE,FALSE,FALSE,save
Gollarapalya Hosahalli,4 BHK,4,1905 ,1905,3,86,8600000,save,FALSE,FALSE,FALSE,save
8th Block Jayanagar,6 Bedroom,6,2000 ,2000,6,300,30000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1125 ,1125,2,47,4700000,save,FALSE,FALSE,FALSE,save
Chikkabanavar,4 Bedroom,4,1500 ,1500,4,105,10500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1725 ,1725,3,85,8500000,save,FALSE,FALSE,FALSE,save
Dodda Banaswadi,2 BHK,2,1120 ,1120,2,36,3600000,save,FALSE,FALSE,FALSE,save
Brookefield,3 BHK,3,1750 ,1750,2,75,7500000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,2000 ,2000,3,77,7700000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,1745 ,1745,3,98,9800000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1270 ,1270,2,55.25,5525000,save,FALSE,FALSE,FALSE,save
Iblur Village,5 BHK,5,5384 ,5384,5,420,42000000,save,FALSE,FALSE,FALSE,save
Sahakara Nagar,2 BHK,2,1180 ,1180,2,72,7200000,save,FALSE,FALSE,FALSE,save
Shanti Nagar,2 BHK,2,1130 ,1130,2,75,7500000,save,FALSE,FALSE,FALSE,save
Old Airport Road,4 BHK,4,2774 ,2774,4,197,19700000,save,FALSE,FALSE,FALSE,save
Ardendale,3 BHK,3,1723 ,1723,3,95,9500000,save,FALSE,FALSE,FALSE,save
Mysore Road,2 BHK,2,1175 ,1175,2,70.5,7050000,save,FALSE,FALSE,FALSE,save
Ambalipura,3 BHK,3,1607 ,1607,2,112,11200000,save,FALSE,FALSE,FALSE,save
Varanasi,2 BHK,2,1334 ,1334,2,62,6200000,save,FALSE,FALSE,FALSE,save
Vishwapriya Layout,5 Bedroom,5,2800 ,2800,5,130,13000000,save,FALSE,FALSE,FALSE,save
Bellandur,3 BHK,3,1138 ,1138,3,128,12800000,save,FALSE,FALSE,FALSE,save
Bannerghatta,2 BHK,2,1113 ,1113,2,70,7000000,save,FALSE,FALSE,FALSE,save
9th Phase JP Nagar,3 BHK,3,1300 ,1300,2,58,5800000,save,FALSE,FALSE,FALSE,save
Judicial Layout,4 Bedroom,4,2400 ,2400,4,350,35000000,save,FALSE,FALSE,FALSE,save
Sahakara Nagar,2 BHK,2,1200 ,1200,2,60,6000000,save,FALSE,FALSE,FALSE,save
cooketown,3 BHK,3,1900 ,1900,3,190,19000000,save,FALSE,FALSE,FALSE,save
Jakkur,4 BHK,4,5150 ,5150,4,559,55900000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1398 ,1398,2,97,9700000,save,FALSE,FALSE,FALSE,save
Margondanahalli,2 Bedroom,2,1152 ,1152,1,66,6600000,save,FALSE,FALSE,FALSE,save
Nagavara,2 BHK,2,1110 ,1110,2,44.95,4495000,save,FALSE,FALSE,FALSE,save
 Devarachikkanahalli,2 BHK,2,1116 ,1116,2,47,4700000,save,FALSE,FALSE,FALSE,save
Babusapalaya,2 BHK,2,1061 ,1061,2,33.84,3384000,save,FALSE,FALSE,FALSE,save
Malleshwaram,1 BHK,1,620 ,620,1,86.8,8680000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1300 ,1300,2,52,5200000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1270 ,1270,2,57,5700000,save,FALSE,FALSE,FALSE,save
Peenya,2 BHK,2,966 ,966,2,50,5000000,save,FALSE,FALSE,FALSE,save
AMS Layout,4 Bedroom,4,1200 ,1200,4,110,11000000,save,FALSE,FALSE,FALSE,save
Kodigehalli,4 Bedroom,4,1320 ,1320,4,249,24900000,save,FALSE,FALSE,FALSE,save
Kathriguppe IV Phase,3 BHK,3,1630 ,1630,3,131,13100000,save,FALSE,FALSE,FALSE,save
Amruthahalli,2 BHK,2,1202 ,1202,2,65,6500000,save,FALSE,FALSE,FALSE,save
Pampa Extension,4 Bedroom,4,1200 ,1200,4,250,25000000,save,FALSE,FALSE,FALSE,save
Jakkur,2 BHK,2,1300 ,1300,2,80,8000000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1360 ,1360,2,70,7000000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1155 ,1155,2,69.18,6918000,save,FALSE,FALSE,FALSE,save
Hosakerehalli,3 BHK,3,2378 ,2378,3,310,31000000,save,FALSE,FALSE,FALSE,save
Hulimavu,2 BHK,2,1011 ,1011,2,38,3800000,save,FALSE,FALSE,FALSE,save
HSR Layout,2 BHK,2,1203 ,1203,2,72,7200000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1645 ,1645,3,113,11300000,save,FALSE,FALSE,FALSE,save
Horamavu Agara,3 BHK,3,1364 ,1364,2,50,5000000,save,FALSE,FALSE,FALSE,save
Anekal,2 Bedroom,2,1200 ,1200,1,36,3600000,save,FALSE,FALSE,FALSE,save
Kothanur,3 BHK,3,1365 ,1365,3,66,6600000,save,FALSE,FALSE,FALSE,save
Jigani,3 BHK,3,1252 ,1252,3,70,7000000,save,FALSE,FALSE,FALSE,save
Jigani,3 BHK,3,1221 ,1221,3,65,6500000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1065 ,1065,2,58,5800000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1270 ,1270,2,55.25,5525000,save,FALSE,FALSE,FALSE,save
Sahakara Nagar,2 BHK,2,1032 ,1032,2,45,4500000,save,FALSE,FALSE,FALSE,save
Frazer Town,4 BHK,4,2900 ,2900,4,325,32500000,save,FALSE,FALSE,FALSE,save
Sector 2 HSR Layout,3 BHK,3,1515 ,1515,2,69,6900000,save,FALSE,FALSE,FALSE,save
Akshaya Vana,2 BHK,2,1427 ,1427,2,52,5200000,save,FALSE,FALSE,FALSE,save
Magadi Road,2 BHK,2,940 ,940,2,50,5000000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1460 ,1460,2,80,8000000,save,FALSE,FALSE,FALSE,save
9th Phase JP Nagar,3 BHK,3,1522 ,1522,3,90,9000000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1185 ,1185,2,42.67,4267000,save,FALSE,FALSE,FALSE,save
1Hoysalanagar,13 BHK,13,5425 ,5425,13,275,27500000,save,FALSE,FALSE,FALSE,save
Banashankari,3 BHK,3,1800 ,1800,3,125,12500000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,940 ,940,2,44,4400000,save,FALSE,FALSE,FALSE,save
Andrahalli,4 Bedroom,4,1200 ,1200,4,135,13500000,save,FALSE,FALSE,FALSE,save
Marathahalli,3 BHK,3,1530 ,1530,3,71,7100000,save,FALSE,FALSE,FALSE,save
Gollahalli,2 BHK,2,1050 ,1050,2,48,4800000,save,FALSE,FALSE,FALSE,save
Subramanyapura,2 BHK,2,929 ,929,2,49,4900000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1530 ,1530,3,75,7500000,save,FALSE,FALSE,FALSE,save
PC Palaya,2 Bedroom,2,900 ,900,2,48,4800000,save,FALSE,FALSE,FALSE,save
Vasanthapura,2 BHK,2,978 ,978,2,34.22,3422000,save,FALSE,FALSE,FALSE,save
Sathya Sai Layout,4 BHK,4,4041 ,4041,4,345,34500000,save,FALSE,FALSE,FALSE,save
Ambalipura,1 BHK,1,770 ,770,1,43.82,4382000,save,FALSE,FALSE,FALSE,save
Kaval Byrasandra,2 BHK,2,1066 ,1066,2,55,5500000,save,FALSE,FALSE,FALSE,save
Electronic City,1 BHK,1,635 ,635,1,28,2800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1015 ,1015,2,45,4500000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1175 ,1175,2,54.05,5405000,save,FALSE,FALSE,FALSE,save
Chikkabanavar,4 Bedroom,4,1200 ,1200,4,130,13000000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,2 BHK,2,1188 ,1188,2,50,5000000,save,FALSE,FALSE,FALSE,save
Indira Nagar,5 Bedroom,5,2400 ,2400,5,700,70000000,save,FALSE,FALSE,FALSE,save
Soppahalli,1 BHK,1,620 ,620,1,25,2500000,save,FALSE,FALSE,FALSE,save
Ejipura,2 BHK,2,1210 ,1210,2,75,7500000,save,FALSE,FALSE,FALSE,save
Attibele,3 Bedroom,3,1000 ,1000,3,90,9000000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,3 BHK,3,1500 ,1500,2,99,9900000,save,FALSE,FALSE,FALSE,save
Electronic City,4 Bedroom,4,1800 ,1800,3,190,19000000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1185 ,1185,2,43.66,4366000,save,FALSE,FALSE,FALSE,save
Basavangudi,3 BHK,3,1600 ,1600,3,130,13000000,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,1100 ,1100,2,28,2800000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1300 ,1300,2,69.23,6923000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,2 BHK,2,1100 ,1100,2,68,6800000,save,FALSE,FALSE,FALSE,save
Ambalipura,2 BHK,2,860 ,860,2,28.93,2893000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1007 ,1007,2,64,6400000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,2 BHK,2,1100 ,1100,2,48,4800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1187 ,1187,2,38,3800000,save,FALSE,FALSE,FALSE,save
R.T. Nagar,2 BHK,2,1150 ,1150,2,72,7200000,save,FALSE,FALSE,FALSE,save
Nagavara,3 BHK,3,2400 ,2400,3,252,25200000,save,FALSE,FALSE,FALSE,save
Aavalahalli,2 BHK,2,1180 ,1180,2,41.94,4194000,save,FALSE,FALSE,FALSE,save
Budigere,3 BHK,3,1820 ,1820,3,85.2,8520000,save,FALSE,FALSE,FALSE,save
KR Puram,4 BHK,4,3628 ,3628,4,246,24600000,save,FALSE,FALSE,FALSE,save
Kodbisanhalli,3 BHK,3,1430 ,1430,3,70,7000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,700 ,700,2,40,4000000,save,FALSE,FALSE,FALSE,save
Kattigenahalli,2 Bedroom,2,1200 ,1200,1,70,7000000,save,FALSE,FALSE,FALSE,save
